regulation_id,country_id,rule_type,description,effective_date,end_date,is_active,tax_rate,compliance_category
REG000239,BR,Social Security,Social Security regulation for Brazil in 2024,2024-01-01,9999-12-31,True,0.23,Labor Law
REG000240,DE,Overtime Pay,Overtime Pay regulation for Germany in 2025,2025-01-16,9999-12-31,True,,Payroll Reporting
REG000241,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2025,2025-02-19,9999-12-31,True,,Labor Law
REG000242,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2024,2024-10-18,9999-12-31,True,,Taxation
REG000243,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2024,2024-07-01,2026-05-08,False,,Payroll Reporting
REG000244,IN,Social Security,Social Security regulation for India in 2023,2023-06-18,9999-12-31,True,0.39,Taxation
REG000245,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2024,2024-03-19,2025-03-22,False,,Taxation
REG000246,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2024,2024-09-16,9999-12-31,True,,Taxation
REG000247,DE,Overtime Pay,Overtime Pay regulation for Germany in 2024,2024-01-20,2024-09-30,False,,Labor Law
REG000248,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2023,2023-07-17,2024-07-12,False,,Taxation
REG000249,AU,Overtime Pay,Overtime Pay regulation for Australia in 2023,2023-07-31,9999-12-31,True,,Payroll Reporting
REG000250,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2025,2025-04-12,9999-12-31,True,,Payroll Reporting
REG000251,BR,Social Security,Social Security regulation for Brazil in 2024,2024-01-14,2025-11-12,False,0.36,Labor Law
REG000252,JP,Payroll Reporting,Payroll Reporting regulation for Japan in 2025,2025-04-12,9999-12-31,True,,Labor Law
REG000253,FR,Overtime Pay,Overtime Pay regulation for France in 2025,2025-01-25,9999-12-31,True,,Payroll Reporting
REG000254,IN,Minimum Wage,Minimum Wage regulation for India in 2024,2024-06-18,2024-12-27,False,,Labor Law
REG000255,UK,Social Security,Social Security regulation for United Kingdom in 2024,2024-06-13,2026-05-31,False,0.15,Payroll Reporting
REG000256,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2025,2025-02-12,9999-12-31,True,,Taxation
REG000257,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2023,2023-09-26,9999-12-31,True,,Payroll Reporting
REG000258,JP,Employee Benefits,Employee Benefits regulation for Japan in 2025,2025-01-14,9999-12-31,True,,Taxation
REG000259,ZA,Income Tax,Income Tax regulation for South Africa in 2024,2024-11-08,9999-12-31,True,0.4,Labor Law
REG000260,US,Income Tax,Income Tax regulation for United States in 2025,2025-04-08,9999-12-31,True,0.1,Taxation
REG000261,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-10-10,9999-12-31,True,,Payroll Reporting
REG000262,FR,Overtime Pay,Overtime Pay regulation for France in 2023,2023-11-20,9999-12-31,True,,Payroll Reporting
REG000263,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2025,2025-03-06,9999-12-31,True,,Payroll Reporting
REG000264,BR,Income Tax,Income Tax regulation for Brazil in 2024,2024-10-22,2025-07-01,False,0.17,Taxation
REG000265,US,Social Security,Social Security regulation for United States in 2025,2025-01-24,9999-12-31,True,0.25,Payroll Reporting
REG000266,FR,Minimum Wage,Minimum Wage regulation for France in 2023,2023-07-19,9999-12-31,True,,Payroll Reporting
REG000267,JP,Overtime Pay,Overtime Pay regulation for Japan in 2024,2024-05-25,9999-12-31,True,,Taxation
REG000268,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2023,2023-06-29,2024-11-25,False,,Payroll Reporting
REG000269,DE,Minimum Wage,Minimum Wage regulation for Germany in 2025,2025-02-18,9999-12-31,True,,Taxation
REG000270,IN,Minimum Wage,Minimum Wage regulation for India in 2023,2023-10-12,9999-12-31,True,,Labor Law
REG000271,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2024,2024-08-11,9999-12-31,True,,Taxation
REG000272,JP,Social Security,Social Security regulation for Japan in 2025,2025-02-13,9999-12-31,True,0.17,Taxation
REG000273,US,Payroll Reporting,Payroll Reporting regulation for United States in 2023,2023-10-12,2025-06-19,False,,Labor Law
REG000274,ZA,Income Tax,Income Tax regulation for South Africa in 2023,2023-11-11,2025-06-23,False,0.14,Payroll Reporting
REG000275,JP,Income Tax,Income Tax regulation for Japan in 2024,2024-12-03,2026-07-17,False,0.26,Taxation
REG000276,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2024,2024-04-27,2025-07-02,False,,Payroll Reporting
REG000277,US,Overtime Pay,Overtime Pay regulation for United States in 2025,2025-05-11,9999-12-31,True,,Payroll Reporting
REG000278,DE,Overtime Pay,Overtime Pay regulation for Germany in 2024,2024-05-17,9999-12-31,True,,Payroll Reporting
REG000279,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2023,2023-10-22,2025-08-23,False,,Taxation
REG000280,CA,Income Tax,Income Tax regulation for Canada in 2024,2024-01-10,2025-03-18,False,0.34,Labor Law
REG000281,FR,Minimum Wage,Minimum Wage regulation for France in 2025,2025-01-23,9999-12-31,True,,Taxation
REG000282,IN,Minimum Wage,Minimum Wage regulation for India in 2023,2023-10-06,9999-12-31,True,,Taxation
REG000283,BR,Overtime Pay,Overtime Pay regulation for Brazil in 2024,2024-08-23,2026-04-09,False,,Taxation
REG000284,US,Income Tax,Income Tax regulation for United States in 2024,2024-07-08,2026-05-20,False,0.25,Payroll Reporting
REG000285,IN,Income Tax,Income Tax regulation for India in 2024,2024-11-26,2026-05-18,False,0.12,Labor Law
REG000286,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2024,2024-12-20,9999-12-31,True,,Taxation
REG000287,IN,Employee Benefits,Employee Benefits regulation for India in 2024,2024-01-07,2024-09-15,False,,Payroll Reporting
REG000288,BR,Payroll Reporting,Payroll Reporting regulation for Brazil in 2024,2024-05-13,2025-05-26,False,,Taxation
REG000289,FR,Income Tax,Income Tax regulation for France in 2023,2023-11-15,9999-12-31,True,0.19,Taxation
REG000290,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-10-26,2026-07-27,False,,Labor Law
REG000291,JP,Payroll Reporting,Payroll Reporting regulation for Japan in 2025,2025-01-31,9999-12-31,True,,Taxation
REG000292,CA,Overtime Pay,Overtime Pay regulation for Canada in 2024,2024-02-12,2024-09-05,False,,Labor Law
REG000293,JP,Overtime Pay,Overtime Pay regulation for Japan in 2024,2024-11-21,9999-12-31,True,,Taxation
REG000294,AU,Income Tax,Income Tax regulation for Australia in 2024,2024-08-20,9999-12-31,True,0.31,Labor Law
REG000295,DE,Minimum Wage,Minimum Wage regulation for Germany in 2024,2024-06-15,9999-12-31,True,,Payroll Reporting
REG000296,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2023,2023-07-30,9999-12-31,True,,Payroll Reporting
REG000297,JP,Minimum Wage,Minimum Wage regulation for Japan in 2023,2023-12-19,9999-12-31,True,,Labor Law
REG000298,BR,Employee Benefits,Employee Benefits regulation for Brazil in 2023,2023-12-11,9999-12-31,True,,Payroll Reporting
REG000299,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2023,2023-06-01,9999-12-31,True,,Labor Law
REG000300,AU,Overtime Pay,Overtime Pay regulation for Australia in 2025,2025-01-17,9999-12-31,True,,Taxation
REG000301,CA,Income Tax,Income Tax regulation for Canada in 2023,2023-08-10,9999-12-31,True,0.27,Labor Law
REG000302,JP,Income Tax,Income Tax regulation for Japan in 2023,2023-09-26,2025-03-13,False,0.26,Taxation
REG000303,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2024,2024-01-09,2025-03-30,False,,Labor Law
REG000304,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2024,2024-11-24,2026-02-01,False,,Payroll Reporting
REG000305,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2025,2025-05-23,9999-12-31,True,,Taxation
REG000306,FR,Overtime Pay,Overtime Pay regulation for France in 2023,2023-06-26,9999-12-31,True,,Taxation
REG000307,CA,Income Tax,Income Tax regulation for Canada in 2025,2025-02-09,9999-12-31,True,0.28,Taxation
REG000308,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-08-22,2025-06-18,False,,Payroll Reporting
REG000309,CA,Income Tax,Income Tax regulation for Canada in 2024,2024-09-04,9999-12-31,True,0.28,Payroll Reporting
REG000310,JP,Social Security,Social Security regulation for Japan in 2024,2024-09-16,9999-12-31,True,0.12,Payroll Reporting
REG000311,US,Employee Benefits,Employee Benefits regulation for United States in 2025,2025-05-05,9999-12-31,True,,Taxation
REG000312,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2024,2024-06-29,2025-06-08,False,,Payroll Reporting
REG000313,US,Social Security,Social Security regulation for United States in 2024,2024-10-05,2026-05-16,False,0.31,Labor Law
REG000314,US,Employee Benefits,Employee Benefits regulation for United States in 2024,2024-01-17,2026-01-12,False,,Payroll Reporting
REG000315,US,Social Security,Social Security regulation for United States in 2024,2024-07-19,2025-12-10,False,0.15,Payroll Reporting
REG000316,AU,Income Tax,Income Tax regulation for Australia in 2024,2024-05-25,2025-09-06,False,0.31,Payroll Reporting
REG000317,ZA,Social Security,Social Security regulation for South Africa in 2024,2024-03-23,9999-12-31,True,0.32,Labor Law
REG000318,DE,Social Security,Social Security regulation for Germany in 2024,2024-04-03,9999-12-31,True,0.12,Taxation
REG000319,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2023,2023-12-24,2025-03-17,False,,Taxation
REG000320,JP,Payroll Reporting,Payroll Reporting regulation for Japan in 2023,2023-09-19,9999-12-31,True,,Labor Law
REG000321,FR,Income Tax,Income Tax regulation for France in 2025,2025-01-11,9999-12-31,True,0.25,Payroll Reporting
REG000322,JP,Overtime Pay,Overtime Pay regulation for Japan in 2025,2025-04-14,9999-12-31,True,,Taxation
REG000323,ZA,Social Security,Social Security regulation for South Africa in 2024,2024-06-06,9999-12-31,True,0.39,Payroll Reporting
REG000324,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2023,2023-05-30,9999-12-31,True,,Payroll Reporting
REG000325,CA,Social Security,Social Security regulation for Canada in 2024,2024-08-16,9999-12-31,True,0.13,Payroll Reporting
REG000326,IN,Overtime Pay,Overtime Pay regulation for India in 2024,2024-11-18,2025-08-27,False,,Taxation
REG000327,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2025,2025-01-11,9999-12-31,True,,Labor Law
REG000328,JP,Minimum Wage,Minimum Wage regulation for Japan in 2023,2023-08-31,9999-12-31,True,,Labor Law
REG000329,IN,Overtime Pay,Overtime Pay regulation for India in 2023,2023-07-06,9999-12-31,True,,Taxation
REG000330,UK,Income Tax,Income Tax regulation for United Kingdom in 2024,2024-05-16,2024-12-15,False,0.19,Labor Law
REG000331,IN,Social Security,Social Security regulation for India in 2024,2024-03-01,9999-12-31,True,0.19,Payroll Reporting
REG000332,FR,Employee Benefits,Employee Benefits regulation for France in 2023,2023-11-02,9999-12-31,True,,Labor Law
REG000333,FR,Minimum Wage,Minimum Wage regulation for France in 2023,2023-06-06,2024-09-13,False,,Labor Law
REG000334,FR,Employee Benefits,Employee Benefits regulation for France in 2023,2023-08-08,9999-12-31,True,,Payroll Reporting
REG000335,IN,Employee Benefits,Employee Benefits regulation for India in 2025,2025-03-03,9999-12-31,True,,Taxation
REG000336,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2024,2024-04-01,9999-12-31,True,,Labor Law
REG000337,DE,Employee Benefits,Employee Benefits regulation for Germany in 2024,2024-06-14,9999-12-31,True,,Payroll Reporting
REG000338,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2025,2025-03-31,9999-12-31,True,,Payroll Reporting
REG000339,BR,Payroll Reporting,Payroll Reporting regulation for Brazil in 2024,2024-05-16,2026-01-17,False,,Labor Law
REG000340,DE,Overtime Pay,Overtime Pay regulation for Germany in 2024,2024-01-11,9999-12-31,True,,Labor Law
REG000341,IN,Social Security,Social Security regulation for India in 2023,2023-05-29,2024-12-13,False,0.38,Labor Law
REG000342,BR,Income Tax,Income Tax regulation for Brazil in 2023,2023-11-10,9999-12-31,True,0.32,Taxation
REG000343,JP,Minimum Wage,Minimum Wage regulation for Japan in 2023,2023-09-02,9999-12-31,True,,Taxation
REG000344,AU,Overtime Pay,Overtime Pay regulation for Australia in 2023,2023-06-15,2023-12-18,False,,Taxation
REG000345,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2023,2023-07-03,2024-02-17,False,,Labor Law
REG000346,US,Overtime Pay,Overtime Pay regulation for United States in 2024,2024-07-15,9999-12-31,True,,Taxation
REG000347,DE,Overtime Pay,Overtime Pay regulation for Germany in 2024,2024-10-13,9999-12-31,True,,Labor Law
REG000348,US,Minimum Wage,Minimum Wage regulation for United States in 2023,2023-08-09,9999-12-31,True,,Taxation
REG000349,JP,Employee Benefits,Employee Benefits regulation for Japan in 2025,2025-02-06,9999-12-31,True,,Taxation
REG000350,DE,Minimum Wage,Minimum Wage regulation for Germany in 2024,2024-01-12,9999-12-31,True,,Payroll Reporting
REG000351,JP,Payroll Reporting,Payroll Reporting regulation for Japan in 2024,2024-05-23,9999-12-31,True,,Taxation
REG000352,BR,Payroll Reporting,Payroll Reporting regulation for Brazil in 2025,2025-01-13,9999-12-31,True,,Taxation
REG000353,ZA,Income Tax,Income Tax regulation for South Africa in 2023,2023-09-14,9999-12-31,True,0.12,Payroll Reporting
REG000354,BR,Employee Benefits,Employee Benefits regulation for Brazil in 2024,2024-01-09,9999-12-31,True,,Taxation
REG000355,AU,Social Security,Social Security regulation for Australia in 2023,2023-11-12,9999-12-31,True,0.28,Labor Law
REG000356,IN,Employee Benefits,Employee Benefits regulation for India in 2024,2024-05-27,9999-12-31,True,,Labor Law
REG000357,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2023,2023-12-16,2025-06-23,False,,Taxation
REG000358,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2024,2024-11-20,9999-12-31,True,,Labor Law
REG000359,US,Income Tax,Income Tax regulation for United States in 2023,2023-11-18,2024-06-29,False,0.14,Labor Law
REG000360,AU,Overtime Pay,Overtime Pay regulation for Australia in 2024,2024-12-04,2026-04-27,False,,Labor Law
REG000361,CA,Employee Benefits,Employee Benefits regulation for Canada in 2023,2023-10-13,9999-12-31,True,,Taxation
REG000362,AU,Minimum Wage,Minimum Wage regulation for Australia in 2023,2023-09-21,2025-01-05,False,,Labor Law
REG000363,BR,Payroll Reporting,Payroll Reporting regulation for Brazil in 2024,2024-06-25,9999-12-31,True,,Taxation
REG000364,JP,Income Tax,Income Tax regulation for Japan in 2023,2023-06-27,9999-12-31,True,0.32,Payroll Reporting
REG000365,DE,Minimum Wage,Minimum Wage regulation for Germany in 2023,2023-07-13,2025-07-04,False,,Taxation
REG000366,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-02-03,2025-09-12,False,,Labor Law
REG000367,IN,Social Security,Social Security regulation for India in 2025,2025-03-26,9999-12-31,True,0.28,Payroll Reporting
REG000368,AU,Social Security,Social Security regulation for Australia in 2024,2024-12-03,9999-12-31,True,0.25,Labor Law
REG000369,US,Minimum Wage,Minimum Wage regulation for United States in 2025,2025-05-16,9999-12-31,True,,Payroll Reporting
REG000370,DE,Overtime Pay,Overtime Pay regulation for Germany in 2024,2024-10-19,9999-12-31,True,,Taxation
REG000371,DE,Income Tax,Income Tax regulation for Germany in 2023,2023-10-28,2024-09-14,False,0.19,Labor Law
REG000372,US,Overtime Pay,Overtime Pay regulation for United States in 2023,2023-07-06,9999-12-31,True,,Labor Law
REG000373,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-07-08,9999-12-31,True,,Labor Law
REG000374,DE,Income Tax,Income Tax regulation for Germany in 2025,2025-03-30,9999-12-31,True,0.14,Labor Law
REG000375,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2024,2024-12-10,2025-07-05,False,,Taxation
REG000376,AU,Social Security,Social Security regulation for Australia in 2025,2025-01-18,9999-12-31,True,0.3,Taxation
REG000377,FR,Social Security,Social Security regulation for France in 2025,2025-04-22,9999-12-31,True,0.3,Payroll Reporting
REG000378,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2024,2024-05-31,2025-03-03,False,,Labor Law
REG000379,DE,Income Tax,Income Tax regulation for Germany in 2023,2023-08-01,2025-07-20,False,0.23,Taxation
REG000380,AU,Social Security,Social Security regulation for Australia in 2024,2024-03-08,9999-12-31,True,0.18,Taxation
REG000381,BR,Social Security,Social Security regulation for Brazil in 2024,2024-08-28,2026-01-04,False,0.23,Labor Law
REG000382,US,Employee Benefits,Employee Benefits regulation for United States in 2024,2024-12-22,2026-03-17,False,,Payroll Reporting
REG000383,AU,Social Security,Social Security regulation for Australia in 2025,2025-03-09,9999-12-31,True,0.13,Labor Law
